order_id,customer_id,order_date,region,product_id,product_category,quantity,price,total_amount
ORD100112,CUST6910,2022-01-20,North,PROD881,Home Essentials,5,1144,5720
ORD100113,CUST1341,2022-12-10,North,PROD877,Electronics,3,1357,4071
ORD100114,CUST9648,2022-11-21,East,PROD334,Clothing,1,813,813
ORD100115,CUST3739,2022-03-03,West,PROD433,Sports,5,890,4450
ORD100116,CUST1043,2023-08-26,East,PROD798,Home Essentials,2,1766,3532
ORD100117,CUST1941,2024-12-16,North,PROD741,Home Essentials,3,515,1545
ORD100118,CUST9665,2022-01-05,North,PROD336,Clothing,1,247,247
ORD100119,CUST9953,2022-02-12,South,PROD939,Home Essentials,2,1069,2138
ORD100120,CUST9876,2024-05-14,East,PROD856,Books,2,128,256
ORD100121,CUST9472,2022-06-24,East,PROD567,Clothing,4,1484,5936
ORD100122,CUST5344,2023-11-01,West,PROD618,Home Essentials,5,407,2035
ORD100123,CUST3551,2022-04-25,North,PROD264,Books,3,261,783
ORD100124,CUST5324,2024-05-20,North,PROD312,Home Essentials,1,968,968
ORD100125,CUST5692,2022-04-22,North,PROD586,Sports,4,951,3804
ORD100126,CUST9170,2024-08-24,East,PROD191,Electronics,5,160,800
ORD100127,CUST9616,2023-12-26,West,PROD849,Books,4,224,896
ORD100128,CUST6402,2022-08-22,North,PROD101,Sports,5,1579,7895
ORD100129,CUST5341,2022-12-01,North,PROD109,Clothing,5,1194,5970
ORD100130,CUST1863,2022-05-06,West,PROD931,Clothing,3,937,2811
ORD100131,CUST2765,2023-06-15,East,PROD675,Books,5,1999,9995
ORD100132,CUST3635,2022-11-21,East,PROD584,Clothing,4,565,2260
ORD100133,CUST8806,2023-02-21,East,PROD801,Clothing,5,342,1710
ORD100134,CUST1699,2024-08-30,East,PROD645,Home Essentials,3,1613,4839
ORD100135,CUST5902,2023-02-09,West,PROD843,Books,3,1884,5652
ORD100136,CUST1699,2022-12-01,East,PROD275,Books,4,1344,5376
ORD100137,CUST6144,2022-12-23,West,PROD540,Electronics,2,572,1144
ORD100138,CUST3726,2022-11-10,West,PROD605,Books,2,1058,2116
ORD100139,CUST6795,2023-05-05,West,PROD206,Sports,5,632,3160
ORD100140,CUST6323,2023-01-23,North,PROD660,Books,1,593,593
ORD100141,CUST2466,2023-06-20,North,PROD600,Electronics,5,998,4990
ORD100142,CUST4572,2024-02-01,South,PROD513,Books,4,181,724
ORD100143,CUST7086,2022-07-28,North,PROD655,Sports,4,955,3820
ORD100144,CUST8187,2022-02-26,East,PROD613,Electronics,4,978,3912
ORD100145,CUST9104,2022-04-18,East,PROD811,Electronics,4,1645,6580
ORD100146,CUST5888,2024-05-23,West,PROD792,Clothing,4,1022,4088
ORD100147,CUST1122,2022-03-04,West,PROD353,Electronics,3,111,333
ORD100148,CUST5884,2023-04-05,North,PROD481,Electronics,2,1386,2772
ORD100149,CUST2050,2023-12-07,North,PROD516,Books,4,1780,7120
ORD100150,CUST1713,2023-02-25,East,PROD484,Electronics,1,548,548
ORD100151,CUST4265,2022-12-04,East,PROD401,Home Essentials,1,1315,1315
ORD100152,CUST8158,2022-08-14,South,PROD454,Clothing,1,861,861
ORD100153,CUST7659,2022-04-28,West,PROD236,Home Essentials,1,1237,1237
ORD100154,CUST2893,2023-09-15,West,PROD349,Electronics,3,125,375
ORD100155,CUST7838,2024-11-05,North,PROD175,Electronics,1,1906,1906
ORD100156,CUST1713,2024-02-18,West,PROD788,Books,4,1622,6488
ORD100157,CUST4293,2023-01-11,North,PROD808,Home Essentials,5,607,3035
ORD100158,CUST7807,2022-04-27,South,PROD355,Clothing,1,1668,1668
ORD100159,CUST1746,2023-01-02,North,PROD834,Books,3,161,483
ORD100160,CUST6044,2024-11-17,South,PROD382,Sports,3,328,984
ORD100161,CUST9508,2024-02-02,South,PROD685,Sports,1,1938,1938
ORD100162,CUST3705,2022-03-24,South,PROD749,Books,5,706,3530
ORD100163,CUST7001,2022-10-29,South,PROD478,Electronics,1,1158,1158
ORD100164,CUST9298,2024-09-29,South,PROD998,Books,3,1828,5484
ORD100165,CUST9417,2023-11-29,West,PROD548,Sports,2,1579,3158
ORD100166,CUST1404,2023-02-21,North,PROD158,Books,4,1711,6844
ORD100167,CUST7172,2024-11-17,North,PROD133,Electronics,3,990,2970
ORD100168,CUST5611,2022-11-13,North,PROD306,Home Essentials,1,1625,1625
ORD100169,CUST6592,2022-01-03,South,PROD201,Clothing,4,860,3440
ORD100170,CUST5489,2024-07-06,East,PROD447,Clothing,1,694,694
ORD100171,CUST1653,2024-03-07,East,PROD618,Sports,1,1148,1148
ORD100172,CUST1624,2022-09-25,South,PROD619,Books,2,1692,3384
ORD100173,CUST8565,2022-03-06,South,PROD581,Sports,4,1155,4620
ORD100174,CUST6113,2024-05-11,West,PROD651,Sports,4,1954,7816
ORD100175,CUST7690,2023-04-22,South,PROD256,Electronics,2,1135,2270
ORD100176,CUST9117,2022-04-12,North,PROD244,Books,3,1442,4326
ORD100177,CUST4325,2024-03-27,North,PROD892,Electronics,1,1968,1968
ORD100178,CUST1681,2023-07-10,North,PROD395,Clothing,5,1727,8635
ORD100179,CUST8433,2024-10-20,East,PROD243,Books,1,100,100
ORD100180,CUST2124,2023-11-14,East,PROD257,Electronics,1,1558,1558
ORD100181,CUST5120,2023-11-14,South,PROD508,Books,3,1961,5883
ORD100182,CUST5679,2024-11-25,East,PROD782,Electronics,1,1259,1259
ORD100183,CUST2067,2022-09-25,West,PROD735,Books,2,1319,2638
ORD100184,CUST1067,2023-12-09,South,PROD653,Electronics,2,232,464
ORD100185,CUST8780,2022-07-04,South,PROD752,Sports,4,185,740
ORD100186,CUST1259,2024-09-18,West,PROD794,Electronics,5,1599,7995
ORD100187,CUST7068,2024-03-15,West,PROD808,Home Essentials,1,1930,1930
ORD100188,CUST1475,2022-05-08,West,PROD218,Clothing,1,1914,1914
ORD100189,CUST1565,2024-09-10,West,PROD196,Electronics,3,1447,4341
ORD100190,CUST7350,2024-06-25,West,PROD655,Clothing,2,1303,2606
ORD100191,CUST9019,2022-08-02,East,PROD630,Home Essentials,5,615,3075
ORD100192,CUST6719,2022-12-24,North,PROD801,Sports,4,1761,7044
ORD100193,CUST1857,2022-01-14,North,PROD432,Home Essentials,2,274,548
ORD100194,CUST1095,2022-06-16,West,PROD198,Books,4,862,3448
ORD100195,CUST6379,2022-02-16,West,PROD186,Electronics,3,1144,3432
ORD100196,CUST4169,2024-02-11,North,PROD985,Sports,3,1096,3288
ORD100197,CUST8992,2023-09-10,East,PROD279,Sports,1,1228,1228
ORD100198,CUST6297,2024-06-02,West,PROD157,Electronics,5,677,3385
ORD100199,CUST6532,2023-09-14,West,PROD516,Books,4,1566,6264
ORD100200,CUST3455,2023-12-22,South,PROD197,Sports,2,1898,3796
ORD100201,CUST1444,2022-10-26,North,PROD637,Home Essentials,3,148,444
ORD100202,CUST4862,2024-11-04,North,PROD186,Sports,1,627,627
ORD100203,CUST9236,2024-12-05,North,PROD402,Home Essentials,1,244,244
ORD100204,CUST1501,2023-08-20,West,PROD933,Home Essentials,4,1463,5852
ORD100205,CUST1139,2024-06-20,East,PROD824,Books,3,861,2583
ORD100206,CUST8594,2022-04-17,East,PROD624,Sports,5,1978,9890
ORD100207,CUST9711,2022-02-08,West,PROD220,Home Essentials,3,1477,4431
ORD100208,CUST8712,2022-05-24,East,PROD913,Books,4,1198,4792
ORD100209,CUST2898,2022-03-01,North,PROD313,Electronics,4,1925,7700
ORD100210,CUST3937,2024-04-30,South,PROD444,Home Essentials,3,1028,3084
ORD100211,CUST3080,2022-05-17,East,PROD925,Clothing,4,893,3572
ORD100212,CUST7125,2023-11-10,East,PROD988,Sports,3,1701,5103
ORD100213,CUST7357,2024-12-02,North,PROD719,Home Essentials,2,1760,3520
ORD100214,CUST4494,2022-07-26,South,PROD463,Books,3,418,1254
ORD100215,CUST2605,2024-08-01,East,PROD497,Home Essentials,3,1210,3630
ORD100216,CUST5881,2022-06-26,East,PROD873,Sports,4,1676,6704
ORD100217,CUST6600,2024-03-13,West,PROD730,Electronics,4,797,3188
ORD100218,CUST8766,2023-08-15,North,PROD986,Clothing,1,1989,1989
ORD100219,CUST7722,2022-12-31,North,PROD960,Home Essentials,1,946,946
ORD100220,CUST1222,2023-12-21,North,PROD230,Electronics,2,1901,3802
ORD100221,CUST1418,2022-05-27,East,PROD617,Books,1,882,882
ORD100222,CUST3305,2024-01-22,West,PROD921,Electronics,3,141,423
ORD100223,CUST9147,2023-04-25,West,PROD486,Clothing,4,1216,4864
ORD100224,CUST3372,2022-07-04,North,PROD374,Clothing,1,1820,1820
ORD100225,CUST3891,2023-04-27,North,PROD616,Sports,1,1850,1850
ORD100226,CUST4394,2022-10-25,North,PROD964,Home Essentials,2,1630,3260
ORD100227,CUST2303,2024-10-11,West,PROD598,Books,2,628,1256
ORD100228,CUST7080,2023-11-07,West,PROD894,Books,3,1388,4164
ORD100229,CUST3584,2023-06-25,East,PROD425,Electronics,4,1749,6996
ORD100230,CUST1481,2024-04-05,West,PROD321,Electronics,2,391,782
ORD100231,CUST7807,2022-11-28,West,PROD808,Clothing,1,1068,1068
ORD100232,CUST8227,2022-07-03,South,PROD945,Home Essentials,4,1587,6348
ORD100233,CUST4404,2023-04-17,North,PROD906,Home Essentials,4,1927,7708
ORD100234,CUST2884,2024-09-10,North,PROD100,Books,1,1683,1683
ORD100235,CUST2071,2024-01-06,East,PROD268,Electronics,2,1942,3884
ORD100236,CUST8327,2022-04-11,North,PROD751,Electronics,1,196,196
ORD100237,CUST5712,2024-03-25,West,PROD682,Home Essentials,4,1218,4872
ORD100238,CUST6754,2023-05-08,South,PROD678,Sports,5,1449,7245
ORD100239,CUST7283,2023-06-06,West,PROD884,Sports,5,173,865
ORD100240,CUST7350,2022-08-31,East,PROD640,Home Essentials,3,1459,4377
ORD100241,CUST7795,2022-03-12,West,PROD107,Clothing,1,1191,1191
ORD100242,CUST5900,2023-08-04,East,PROD280,Clothing,1,857,857
ORD100243,CUST7796,2024-05-09,North,PROD730,Electronics,3,1200,3600
ORD100244,CUST2071,2023-05-30,South,PROD789,Books,3,307,921
ORD100245,CUST7927,2024-10-29,South,PROD309,Clothing,3,1889,5667
ORD100246,CUST8923,2022-01-22,West,PROD624,Electronics,4,1344,5376
ORD100247,CUST5774,2023-11-08,East,PROD930,Sports,1,1385,1385
ORD100248,CUST3290,2022-03-28,North,PROD749,Electronics,4,509,2036
ORD100249,CUST5090,2024-06-22,East,PROD531,Sports,3,430,1290
ORD100250,CUST6143,2024-08-17,South,PROD883,Sports,1,443,443
ORD100251,CUST8054,2022-10-12,South,PROD490,Home Essentials,4,1088,4352
ORD100252,CUST5230,2023-11-10,South,PROD469,Books,4,870,3480
ORD100253,CUST9059,2023-08-05,East,PROD318,Books,3,1943,5829
ORD100254,CUST2305,2022-07-13,South,PROD986,Books,1,173,173
ORD100255,CUST2779,2024-10-25,North,PROD775,Electronics,3,1760,5280
ORD100256,CUST6363,2024-09-07,West,PROD827,Home Essentials,1,1823,1823
ORD100257,CUST7157,2022-06-28,West,PROD237,Electronics,5,353,1765
ORD100258,CUST7192,2024-09-15,North,PROD135,Clothing,2,1058,2116
ORD100259,CUST5390,2024-02-26,North,PROD532,Home Essentials,2,1956,3912
ORD100260,CUST1607,2022-08-06,West,PROD995,Home Essentials,2,919,1838
ORD100261,CUST5575,2023-11-14,West,PROD706,Clothing,3,1870,5610
ORD100262,CUST5962,2023-04-27,North,PROD775,Sports,5,1085,5425
ORD100263,CUST1746,2024-08-08,South,PROD894,Clothing,1,1885,1885
ORD100264,CUST9626,2024-04-18,North,PROD666,Clothing,4,431,1724
ORD100265,CUST6769,2023-04-20,West,PROD423,Books,1,1521,1521
ORD100266,CUST5708,2023-10-16,South,PROD891,Clothing,4,1468,5872
ORD100267,CUST1882,2023-11-20,North,PROD234,Electronics,1,1707,1707
ORD100268,CUST7001,2024-07-29,South,PROD812,Sports,5,846,4230
ORD100269,CUST6678,2023-05-25,South,PROD983,Books,4,935,3740
ORD100270,CUST5041,2022-10-13,South,PROD910,Sports,3,1791,5373
ORD100271,CUST6155,2022-09-13,East,PROD524,Books,1,554,554
ORD100272,CUST3080,2024-06-14,West,PROD153,Electronics,1,1238,1238
ORD100273,CUST5347,2024-12-13,North,PROD445,Clothing,4,412,1648
ORD100274,CUST5351,2023-06-04,North,PROD935,Sports,3,1117,3351
ORD100275,CUST2721,2022-12-20,South,PROD981,Electronics,3,327,981
ORD100276,CUST1064,2024-10-08,North,PROD872,Electronics,5,933,4665
ORD100277,CUST4844,2024-06-12,North,PROD865,Clothing,3,957,2871
ORD100278,CUST7510,2023-04-18,West,PROD988,Sports,3,1368,4104
ORD100279,CUST8261,2022-11-16,East,PROD990,Sports,3,917,2751
ORD100280,CUST4091,2024-09-25,North,PROD625,Clothing,2,1649,3298
ORD100281,CUST4981,2022-08-03,West,PROD840,Home Essentials,5,1117,5585
ORD100282,CUST9780,2024-01-16,East,PROD387,Books,1,627,627
ORD100283,CUST1767,2024-05-09,South,PROD285,Sports,4,1049,4196
ORD100284,CUST1298,2024-01-15,South,PROD236,Home Essentials,1,526,526
ORD100285,CUST4090,2024-04-04,North,PROD321,Sports,5,141,705
ORD100286,CUST6434,2024-06-05,North,PROD369,Sports,4,564,2256
ORD100287,CUST8088,2024-01-20,North,PROD830,Electronics,5,1745,8725
ORD100288,CUST2883,2022-11-23,North,PROD886,Books,3,377,1131
ORD100289,CUST7932,2022-04-10,East,PROD360,Clothing,4,935,3740
ORD100290,CUST8648,2024-09-24,South,PROD306,Clothing,3,118,354
ORD100291,CUST2970,2024-02-03,East,PROD956,Clothing,1,165,165
ORD100292,CUST1126,2024-08-10,East,PROD411,Sports,1,266,266
ORD100293,CUST1505,2022-04-12,North,PROD303,Sports,4,1708,6832
ORD100294,CUST3927,2023-04-15,North,PROD447,Electronics,4,1119,4476
ORD100295,CUST3588,2023-04-18,East,PROD126,Sports,5,502,2510
ORD100296,CUST4670,2024-06-28,North,PROD918,Home Essentials,5,1945,9725
ORD100297,CUST7099,2022-04-18,West,PROD161,Books,3,508,1524
ORD100298,CUST6530,2022-07-23,South,PROD146,Books,4,211,844
ORD100299,CUST9320,2022-07-13,West,PROD429,Home Essentials,1,1397,1397
ORD100300,CUST6406,2022-03-27,East,PROD984,Clothing,5,1530,7650
ORD100301,CUST7621,2024-06-26,East,PROD910,Sports,5,1496,7480
ORD100302,CUST5500,2023-03-04,East,PROD186,Books,1,696,696
ORD100303,CUST7212,2024-09-12,North,PROD396,Sports,5,750,3750
ORD100304,CUST1116,2024-01-24,West,PROD349,Electronics,3,1162,3486
ORD100305,CUST5294,2022-06-02,East,PROD102,Clothing,4,204,816
ORD100306,CUST3423,2022-06-30,North,PROD214,Electronics,1,423,423
ORD100307,CUST9444,2022-08-21,South,PROD240,Books,4,1916,7664
ORD100308,CUST6801,2023-04-22,South,PROD984,Sports,5,1091,5455
ORD100309,CUST7463,2022-08-17,West,PROD364,Sports,5,1537,7685
ORD100310,CUST5625,2023-10-13,East,PROD272,Sports,1,528,528
ORD100311,CUST8262,2022-09-01,South,PROD171,Books,3,734,2202
ORD100312,CUST3658,2024-03-26,North,PROD654,Sports,2,829,1658
ORD100313,CUST2823,2023-07-05,South,PROD771,Clothing,1,988,988
ORD100314,CUST2780,2022-02-08,South,PROD149,Home Essentials,2,1184,2368
ORD100315,CUST7634,2023-10-03,East,PROD231,Clothing,2,1735,3470
ORD100316,CUST3505,2023-12-15,South,PROD172,Electronics,3,1430,4290
ORD100317,CUST6620,2024-10-18,East,PROD792,Books,2,1477,2954
ORD100318,CUST2991,2023-10-09,West,PROD794,Home Essentials,2,492,984
ORD100319,CUST9759,2024-11-06,East,PROD997,Books,3,303,909
ORD100320,CUST2305,2023-12-03,West,PROD710,Books,2,357,714
ORD100321,CUST1104,2022-03-23,West,PROD425,Home Essentials,2,585,1170
ORD100322,CUST7005,2023-09-07,West,PROD248,Sports,2,1640,3280
ORD100323,CUST7726,2024-08-03,West,PROD784,Sports,1,545,545
ORD100324,CUST2835,2022-11-17,West,PROD649,Home Essentials,1,1832,1832
ORD100325,CUST3430,2022-11-10,East,PROD607,Sports,1,1303,1303
ORD100326,CUST3276,2022-09-21,East,PROD599,Electronics,3,1123,3369
ORD100327,CUST8555,2022-01-04,South,PROD838,Books,5,441,2205
ORD100328,CUST7651,2022-04-30,West,PROD699,Home Essentials,2,232,464
ORD100329,CUST4292,2024-03-30,North,PROD270,Clothing,2,542,1084
ORD100330,CUST9061,2023-01-13,West,PROD815,Sports,3,1959,5877
ORD100331,CUST6477,2022-08-25,North,PROD333,Home Essentials,2,352,704
ORD100332,CUST5572,2022-05-07,West,PROD901,Sports,1,364,364
ORD100333,CUST6344,2024-01-01,North,PROD772,Clothing,5,192,960
ORD100334,CUST1821,2023-02-21,South,PROD754,Clothing,4,1785,7140
ORD100335,CUST5138,2024-02-23,West,PROD986,Home Essentials,2,1534,3068
ORD100336,CUST6822,2023-10-25,East,PROD929,Sports,1,237,237
ORD100337,CUST6815,2024-10-26,North,PROD836,Sports,4,1331,5324
ORD100338,CUST3773,2023-09-19,East,PROD670,Home Essentials,5,1101,5505
ORD100339,CUST2112,2022-10-27,East,PROD237,Clothing,4,1760,7040
ORD100340,CUST7724,2024-01-16,East,PROD971,Home Essentials,1,1869,1869
ORD100341,CUST5410,2023-06-27,North,PROD680,Clothing,4,1696,6784
ORD100342,CUST3654,2024-10-21,South,PROD800,Sports,3,406,1218
ORD100343,CUST2758,2023-08-07,East,PROD297,Books,4,365,1460
ORD100344,CUST1075,2022-05-20,North,PROD967,Home Essentials,2,745,1490
ORD100345,CUST1601,2022-02-14,North,PROD994,Home Essentials,2,417,834
ORD100346,CUST7624,2023-03-27,East,PROD132,Home Essentials,3,1236,3708
ORD100347,CUST5994,2022-12-16,North,PROD285,Books,1,1000,1000
ORD100348,CUST9248,2022-02-19,North,PROD922,Sports,2,1501,3002
ORD100349,CUST7223,2023-03-21,West,PROD891,Books,5,553,2765
ORD100350,CUST1707,2024-09-01,East,PROD294,Sports,2,290,580
ORD100351,CUST2139,2022-06-26,West,PROD748,Books,2,1563,3126
ORD100352,CUST3894,2022-11-13,North,PROD727,Books,1,1310,1310
ORD100353,CUST9614,2023-01-07,East,PROD832,Electronics,4,930,3720
ORD100354,CUST2961,2024-11-20,South,PROD426,Electronics,2,1490,2980
ORD100355,CUST7340,2022-05-28,North,PROD233,Sports,3,1212,3636
ORD100356,CUST9764,2024-09-12,North,PROD601,Home Essentials,4,286,1144
ORD100357,CUST4904,2022-04-03,West,PROD989,Home Essentials,5,918,4590
ORD100358,CUST8801,2022-10-01,West,PROD852,Sports,1,1120,1120
ORD100359,CUST9904,2023-12-13,North,PROD575,Books,5,231,1155
ORD100360,CUST4711,2024-11-02,West,PROD729,Clothing,4,971,3884
ORD100361,CUST4306,2022-10-10,South,PROD718,Electronics,4,734,2936
ORD100362,CUST4733,2022-08-25,West,PROD420,Electronics,4,1683,6732
ORD100363,CUST8685,2024-12-08,East,PROD212,Home Essentials,5,1923,9615
ORD100364,CUST7285,2023-11-06,North,PROD271,Electronics,4,1499,5996
